SONG_ID,SOURCE,ANNOTATOR1,ANNOTATOR2,FILE_LOCATION,SONG_DURATION,EMPTY,SONG_TITLE,ARTIST,FORMAT,ANNOTATION_TIME1,ANNOTATION_TIME2,TEXTFILE1,TEXTFILE2,CLASS,GENRE,SUBMISSION_DATE1,SUBMISSION_DATE2,SONG_WAS_PRIVATE_FLAG,SONG_WAS_DISCARDED_FLAG,XEQS1,XEQS2
884,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Raga__Zila_Kafi,400.0,,Raga__Zila_Kafi,Compilations,mp3,30.0,,/srv/salami/data/Codaich/world/Compilations/Raga__Zila_Kafi/textfile1.txt,,world,World_-_Indian,2011-03-09,,0,False,0,0
890,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Der_Alter_Bulgar,355.0,,Der_Alter_Bulgar,Compilations,mp3,20.0,,/srv/salami/data/Codaich/world/Compilations/Der_Alter_Bulgar/textfile1.txt,,world,World_-_Klezmer,2011-03-08,,0,False,0,0
894,Codaich,4,6,/srv/salami/data/Codaich/world/Compilations/Der_Heyser_Bulgar,234.0,,Der_Heyser_Bulgar,Compilations,mp3,15.0,15.0,/srv/salami/data/Codaich/world/Compilations/Der_Heyser_Bulgar/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Der_Heyser_Bulgar/textfile2.txt,world,World_-_Klezmer,2010-10-04,2010-08-07,0,False,0,0
898,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Fisherlid,387.0,,Fisherlid,Compilations,mp3,20.0,,/srv/salami/data/Codaich/world/Compilations/Fisherlid/textfile1.txt,,world,World_-_Klezmer,2011-03-09,,0,False,0,0
900,Codaich,3,7,/srv/salami/data/Codaich/world/Budapester_Klezmer_Band/VI_Azoy_Lebt_De_Keyzer,215.0,,VI_Azoy_Lebt_De_Keyzer,Budapester_Klezmer_Band,mp3,30.0,30.0,/srv/salami/data/Codaich/world/Budapester_Klezmer_Band/VI_Azoy_Lebt_De_Keyzer/textfile1.txt,/srv/salami/data/Codaich/world/Budapester_Klezmer_Band/VI_Azoy_Lebt_De_Keyzer/textfile2.txt,world,World_-_Klezmer,2010-06-24,2010-06-25,0,False,0,0
904,Codaich,6,4,/srv/salami/data/Codaich/world/Tito_Puente/Mambo_Gallego,173.0,,Mambo_Gallego,Tito_Puente,mp3,25.0,20.0,/srv/salami/data/Codaich/world/Tito_Puente/Mambo_Gallego/textfile1.txt,/srv/salami/data/Codaich/world/Tito_Puente/Mambo_Gallego/textfile2.txt,world,World_-_Latin_American,2011-01-30,2010-07-08,0,False,0,0
906,Codaich,4,6,/srv/salami/data/Codaich/world/Susana_Baca/Se_Me_Van_Los_Pies,305.0,,Se_Me_Van_Los_Pies,Susana_Baca,mp3,20.0,20.0,/srv/salami/data/Codaich/world/Susana_Baca/Se_Me_Van_Los_Pies/textfile1.txt,/srv/salami/data/Codaich/world/Susana_Baca/Se_Me_Van_Los_Pies/textfile2.txt,world,World_-_Latin_American,2010-07-08,2011-01-30,0,False,0,0
910,Codaich,2,8,/srv/salami/data/Codaich/world/Compilations/Mapale,196.0,,Mapale,Compilations,mp3,25.0,30.0,/srv/salami/data/Codaich/world/Compilations/Mapale/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Mapale/textfile2.txt,world,World_-_Latin_American,2010-06-28,2010-06-29,0,False,0,0
914,Codaich,16,14,/srv/salami/data/Codaich/world/Africando/Pepita,305.0,,Pepita,Africando,mp3,25.0,,/srv/salami/data/Codaich/world/Africando/Pepita/textfile1.txt,,world,World_-_Latin_American,2011-02-25,,0,False,0,0
930,Codaich,5,7,/srv/salami/data/Codaich/world/Gidon_Kremer/Soledad,469.0,,Soledad,Gidon_Kremer,mp3,35.0,45.0,/srv/salami/data/Codaich/world/Gidon_Kremer/Soledad/textfile1.txt,/srv/salami/data/Codaich/world/Gidon_Kremer/Soledad/textfile2.txt,world,World_-_Tango,2010-06-26,2010-06-25,0,False,0,0
932,Codaich,16,14,/srv/salami/data/Codaich/world/Astor_Piazzolla/Suite_Punta_Deleste,1149.0,,Suite_Punta_Deleste,Astor_Piazzolla,mp3,50.0,4.0,/srv/salami/data/Codaich/world/Astor_Piazzolla/Suite_Punta_Deleste/textfile1.txt,,world,World_-_Tango,2011-04-13,,0,False,0,0
934,Codaich,4,6,/srv/salami/data/Codaich/world/Gidon_Kremer/Cafe__1930,475.0,,Cafe__1930,Gidon_Kremer,mp3,25.0,25.0,/srv/salami/data/Codaich/world/Gidon_Kremer/Cafe__1930/textfile1.txt,/srv/salami/data/Codaich/world/Gidon_Kremer/Cafe__1930/textfile2.txt,world,World_-_Tango,2010-07-10,2011-01-30,0,False,0,0
936,Codaich,2,6,/srv/salami/data/Codaich/world/Compilations/Tango_Apasionado,210.0,,Tango_Apasionado,Compilations,mp3,15.0,20.0,/srv/salami/data/Codaich/world/Compilations/Tango_Apasionado/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Tango_Apasionado/textfile2.txt,world,World_-_Tango,2010-08-23,2010-08-07,0,False,0,0
938,Codaich,16,14,/srv/salami/data/Codaich/world/Ensemble_Ro_mulo_Larrea____Vero_nica_Larc/Jacinto_Chiclana,214.0,,Jacinto_Chiclana,Ensemble_Ro_mulo_Larrea____Vero_nica_Larc,mp3,20.0,,/srv/salami/data/Codaich/world/Ensemble_Ro_mulo_Larrea____Vero_nica_Larc/Jacinto_Chiclana/textfile1.txt,,world,World_-_Tango,2011-04-13,,0,False,0,0
942,Codaich,2,4,/srv/salami/data/Codaich/world/Compilations/Coconut_Milk,191.0,,Coconut_Milk,Compilations,mp3,10.0,10.0,/srv/salami/data/Codaich/world/Compilations/Coconut_Milk/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Coconut_Milk/textfile2.txt,world,World_-_U_S__Traditional,2010-08-23,2010-10-06,0,False,0,0
944,Codaich,4,6,/srv/salami/data/Codaich/world/Compilations/Drifting_Too_Far_From_The_Shore,240.0,,Drifting_Too_Far_From_The_Shore,Compilations,mp3,20.0,15.0,/srv/salami/data/Codaich/world/Compilations/Drifting_Too_Far_From_The_Shore/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/Drifting_Too_Far_From_The_Shore/textfile2.txt,world,World_-_U_S__Traditional,2010-07-10,2010-07-17,0,False,0,0
948,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Shoo_Fly,372.0,,Shoo_Fly,Compilations,mp3,10.0,,/srv/salami/data/Codaich/world/Compilations/Shoo_Fly/textfile1.txt,,world,World_-_U_S__Traditional,2011-03-24,,0,False,0,0
952,Codaich,16,14,/srv/salami/data/Codaich/world/Compilations/Home_Is_Where_The,122.0,,Home_Is_Where_The,Compilations,mp3,5.0,,/srv/salami/data/Codaich/world/Compilations/Home_Is_Where_The/textfile1.txt,,world,World_-_U_S__Traditional,2011-03-23,,0,False,0,0
954,Codaich,5,8,/srv/salami/data/Codaich/world/Compilations/You__re_That_Certain_Someone,158.0,,You__re_That_Certain_Someone,Compilations,mp3,20.0,15.0,/srv/salami/data/Codaich/world/Compilations/You__re_That_Certain_Someone/textfile1.txt,/srv/salami/data/Codaich/world/Compilations/You__re_That_Certain_Someone/textfile2.txt,world,World_-_U_S__Traditional,2010-08-11,2010-06-30,0,False,0,0
956,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Burden_Hand/Revolution,320.0,,Revolution,Burden_Hand,mp3,18.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Burden_Hand/Revolution/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Burden_Hand/Revolution/textfile2.txt,Live_Music_Archive,,2010-11-01,2010-08-08,0,False,0,0
958,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/5point/Rap_Medley,344.0,,Rap_Medley,5point,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/5point/Rap_Medley/textfile1.txt,,Live_Music_Archive,,2011-03-15,,0,False,0,0
960,IA,2,7,/srv/salami/data/IA/Live_Music_Archive/Absolute_Gruv/Woman_Across_The_River,293.0,,Woman_Across_The_River,Absolute_Gruv,mp3,20.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Absolute_Gruv/Woman_Across_The_River/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Absolute_Gruv/Woman_Across_The_River/textfile2.txt,Live_Music_Archive,,2010-08-23,2010-07-21,0,False,0,0
962,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Afrissippi/_,579.0,,_,Afrissippi,mp3,30.0,,/srv/salami/data/IA/Live_Music_Archive/Afrissippi/_/textfile1.txt,,Live_Music_Archive,,2011-03-15,,0,False,0,0
964,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Against_Me_/Encore_Break_Crowd_Noise,161.0,,Encore_Break_Crowd_Noise,Against_Me_,mp3,5.0,,/srv/salami/data/IA/Live_Music_Archive/Against_Me_/Encore_Break_Crowd_Noise/textfile1.txt,,Live_Music_Archive,,2011-03-15,,0,False,0,0
966,IA,10,10,/srv/salami/data/IA/Live_Music_Archive/Akidna_Pillow/drums_space_,557.0,,drums_space_,Akidna_Pillow,mp3,3.0,7.0,,,Live_Music_Archive,,2011-01-31,2010-08-24,0,True,0,0
968,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Al_and_the_Transamericans/Quinn_the_Eskimo_The_Mighty_Quinn,377.0,,Quinn_the_Eskimo_The_Mighty_Quinn,Al_and_the_Transamericans,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Al_and_the_Transamericans/Quinn_the_Eskimo_The_Mighty_Quinn/textfile1.txt,,Live_Music_Archive,,2011-03-15,,0,False,0,0
970,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/All_Mighty_Senators/Should_I_stay_or_should_I_go,132.0,,Should_I_stay_or_should_I_go,All_Mighty_Senators,mp3,15.0,10.0,/srv/salami/data/IA/Live_Music_Archive/All_Mighty_Senators/Should_I_stay_or_should_I_go/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/All_Mighty_Senators/Should_I_stay_or_should_I_go/textfile2.txt,Live_Music_Archive,,2010-09-15,2010-08-08,0,False,0,0
972,IA,4,8,/srv/salami/data/IA/Live_Music_Archive/Almost_Acoustic_Band/High_Mountain_Girls_Can_Love_,210.0,,High_Mountain_Girls_Can_Love_,Almost_Acoustic_Band,mp3,15.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Almost_Acoustic_Band/High_Mountain_Girls_Can_Love_/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Almost_Acoustic_Band/High_Mountain_Girls_Can_Love_/textfile2.txt,Live_Music_Archive,,2010-09-15,2010-08-11,0,False,0,0
974,IA,5,6,/srv/salami/data/IA/Live_Music_Archive/Anna_Troy/Never_Been_in_love,217.0,,Never_Been_in_love,Anna_Troy,mp3,20.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Anna_Troy/Never_Been_in_love/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Anna_Troy/Never_Been_in_love/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-08-08,0,False,0,0
976,IA,7,8,/srv/salami/data/IA/Live_Music_Archive/Art_Matthies/Morning_Dew,244.0,,Morning_Dew,Art_Matthies,mp3,10.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Art_Matthies/Morning_Dew/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Art_Matthies/Morning_Dew/textfile2.txt,Live_Music_Archive,,2010-11-22,2010-08-11,0,False,0,0
978,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Astral_Project/astralproject20030326t02shn,697.0,,astralproject20030326t02shn,Astral_Project,mp3,30.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Astral_Project/astralproject20030326t02shn/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Astral_Project/astralproject20030326t02shn/textfile2.txt,Live_Music_Archive,,2010-08-08,2010-08-03,0,False,0,0
980,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/August_Solstice/Georgia_Peach_w_Scott_Stiert,253.0,,Georgia_Peach_w_Scott_Stiert,August_Solstice,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/August_Solstice/Georgia_Peach_w_Scott_Stiert/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/August_Solstice/Georgia_Peach_w_Scott_Stiert/textfile2.txt,Live_Music_Archive,,2010-08-08,2010-10-06,0,False,0,0
982,IA,7,4,/srv/salami/data/IA/Live_Music_Archive/BLT/Tupelo_Honey,376.0,,Tupelo_Honey,BLT,mp3,25.0,15.0,/srv/salami/data/IA/Live_Music_Archive/BLT/Tupelo_Honey/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/BLT/Tupelo_Honey/textfile2.txt,Live_Music_Archive,,2010-07-22,2010-10-06,0,False,0,0
984,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Baghdad_Scuba_Review/Scuba_Snacks,463.0,,Scuba_Snacks,Baghdad_Scuba_Review,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Baghdad_Scuba_Review/Scuba_Snacks/textfile1.txt,,Live_Music_Archive,,2011-03-23,,0,False,0,0
986,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Bankrupt_in_Panama/bip20090524t07flac,556.0,,bip20090524t07flac,Bankrupt_in_Panama,mp3,25.0,,/srv/salami/data/IA/Live_Music_Archive/Bankrupt_in_Panama/bip20090524t07flac/textfile1.txt,,Live_Music_Archive,,2011-03-23,,0,False,0,0
988,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Barefootin/Wondering_Where_The_Lions_Are_Bruce_Cockburn,407.0,,Wondering_Where_The_Lions_Are_Bruce_Cockburn,Barefootin,mp3,20.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Barefootin/Wondering_Where_The_Lions_Are_Bruce_Cockburn/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Barefootin/Wondering_Where_The_Lions_Are_Bruce_Cockburn/textfile2.txt,Live_Music_Archive,,2010-12-22,2010-07-22,0,False,0,0
990,IA,2,4,/srv/salami/data/IA/Live_Music_Archive/Barry_And_The_Penetrators/COMING_DOWN,196.0,,COMING_DOWN,Barry_And_The_Penetrators,mp3,20.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Barry_And_The_Penetrators/COMING_DOWN/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Barry_And_The_Penetrators/COMING_DOWN/textfile2.txt,Live_Music_Archive,,2010-08-23,2010-10-06,0,False,0,0
992,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Basement_Generals/Mexican_Radio,261.0,,Mexican_Radio,Basement_Generals,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Basement_Generals/Mexican_Radio/textfile1.txt,,Live_Music_Archive,,2011-03-23,,0,False,0,0
994,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Beefy/Creative_Process,248.0,,Creative_Process,Beefy,mp3,15.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Beefy/Creative_Process/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Beefy/Creative_Process/textfile2.txt,Live_Music_Archive,,2010-10-03,2010-07-22,0,False,0,0
996,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Ben_Gibbard/A_Lack_of_Color,217.0,,A_Lack_of_Color,Ben_Gibbard,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Ben_Gibbard/A_Lack_of_Color/textfile1.txt,,Live_Music_Archive,,2011-03-22,,0,False,0,0
998,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Big_Blue/They_Love_Each_Other,471.0,,They_Love_Each_Other,Big_Blue,mp3,20.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Big_Blue/They_Love_Each_Other/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Big_Blue/They_Love_Each_Other/textfile2.txt,Live_Music_Archive,,2010-09-16,2010-08-08,0,False,0,0
1000,IA,4,9,/srv/salami/data/IA/Live_Music_Archive/Big_Island_Shindig/Hideout___6_39,399.0,,Hideout___6_39,Big_Island_Shindig,mp3,20.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Big_Island_Shindig/Hideout___6_39/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Big_Island_Shindig/Hideout___6_39/textfile2.txt,Live_Music_Archive,,2010-09-16,2010-12-30,0,False,0,0
1004,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Big_Whiskey/Fearless,288.0,,Fearless,Big_Whiskey,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Big_Whiskey/Fearless/textfile1.txt,,Live_Music_Archive,,2011-05-09,,0,False,0,0
1006,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Billy_Talent/The_Navy_Song,258.0,,The_Navy_Song,Billy_Talent,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Billy_Talent/The_Navy_Song/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Billy_Talent/The_Navy_Song/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-07-30,0,False,0,0
1008,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Blacklite/Special_Roll__6_59,419.0,,Special_Roll__6_59,Blacklite,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Blacklite/Special_Roll__6_59/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Blacklite/Special_Roll__6_59/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-10-06,0,False,0,0
1012,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Blue_Merle/Lucky_to_Know_You,254.0,,Lucky_to_Know_You,Blue_Merle,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Blue_Merle/Lucky_to_Know_You/textfile1.txt,,Live_Music_Archive,,2011-03-24,,0,False,0,0
1014,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Blues_and_Lasers/22xs,297.0,,22xs,Blues_and_Lasers,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Blues_and_Lasers/22xs/textfile1.txt,,Live_Music_Archive,,2011-03-24,,0,False,0,0
1016,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Bonjour__Ganesh_/Lazy_Days,345.0,,Lazy_Days,Bonjour__Ganesh_,mp3,20.0,30.0,/srv/salami/data/IA/Live_Music_Archive/Bonjour__Ganesh_/Lazy_Days/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Bonjour__Ganesh_/Lazy_Days/textfile2.txt,Live_Music_Archive,,2010-10-28,2010-07-23,0,False,0,0
1018,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Box_O_Laffs/Not,247.0,,Not,Box_O_Laffs,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Box_O_Laffs/Not/textfile1.txt,,Live_Music_Archive,,2011-03-24,,0,False,0,0
1020,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Brave_Combo/Samba_,199.0,,Samba_,Brave_Combo,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Brave_Combo/Samba_/textfile1.txt,,Live_Music_Archive,,2011-05-12,,0,False,0,0
1022,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Brett_Dennen/San_Francisco,225.0,,San_Francisco,Brett_Dennen,mp3,15.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Brett_Dennen/San_Francisco/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Brett_Dennen/San_Francisco/textfile2.txt,Live_Music_Archive,,2010-10-03,2010-07-22,0,False,0,0
1024,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Britt_Daniel/Who_Makes_Your_Money,214.0,,Who_Makes_Your_Money,Britt_Daniel,mp3,15.0,,/srv/salami/data/IA/Live_Music_Archive/Britt_Daniel/Who_Makes_Your_Money/textfile1.txt,,Live_Music_Archive,,2011-05-09,,0,False,0,0
1026,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Brownfish/evil_man,343.0,,evil_man,Brownfish,mp3,20.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Brownfish/evil_man/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Brownfish/evil_man/textfile2.txt,Live_Music_Archive,,2010-09-20,2010-08-11,0,False,0,0
1028,IA,4,8,/srv/salami/data/IA/Live_Music_Archive/Bryan_Thomas_Trio/Chicken,479.0,,Chicken,Bryan_Thomas_Trio,mp3,20.0,30.0,/srv/salami/data/IA/Live_Music_Archive/Bryan_Thomas_Trio/Chicken/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Bryan_Thomas_Trio/Chicken/textfile2.txt,Live_Music_Archive,,2010-09-20,2010-08-15,0,False,0,0
1030,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Burden_Hand/Revolution,320.0,,Revolution,Burden_Hand,mp3,15.0,20.0,,,Live_Music_Archive,,2010-12-09,2010-08-11,0,True,0,0
1032,IA,5,8,/srv/salami/data/IA/Live_Music_Archive/CBC/CBC_Demo_1_d2t2_you_give_hate,152.0,,CBC_Demo_1_d2t2_you_give_hate,CBC,mp3,15.0,10.0,/srv/salami/data/IA/Live_Music_Archive/CBC/CBC_Demo_1_d2t2_you_give_hate/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/CBC/CBC_Demo_1_d2t2_you_give_hate/textfile2.txt,Live_Music_Archive,,2010-08-13,2010-08-12,0,False,0,0
1034,IA,6,7,/srv/salami/data/IA/Live_Music_Archive/Calf_Mountain_Jam/Grip,432.0,,Grip,Calf_Mountain_Jam,mp3,20.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Calf_Mountain_Jam/Grip/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Calf_Mountain_Jam/Grip/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-07-27,0,False,0,0
1036,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Camper_Van_Beethoven/take_the_skinheads_bowling,199.0,,take_the_skinheads_bowling,Camper_Van_Beethoven,mp3,10.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Camper_Van_Beethoven/take_the_skinheads_bowling/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Camper_Van_Beethoven/take_the_skinheads_bowling/textfile2.txt,Live_Music_Archive,,2010-08-11,2010-10-06,0,False,0,0
1038,IA,7,4,/srv/salami/data/IA/Live_Music_Archive/Caravan_of_Thieves/ShimSham_Honey,355.0,,ShimSham_Honey,Caravan_of_Thieves,mp3,30.0,15.0,/srv/salami/data/IA/Live_Music_Archive/Caravan_of_Thieves/ShimSham_Honey/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Caravan_of_Thieves/ShimSham_Honey/textfile2.txt,Live_Music_Archive,,2010-07-27,2010-10-06,0,False,0,0
1040,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Carla_Bozulich/improvisation,600.0,,improvisation,Carla_Bozulich,mp3,,,,,Live_Music_Archive,,,,0,True,0,0
1042,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Caution_Jam/Built_For_Comfort_,271.0,,Built_For_Comfort_,Caution_Jam,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Caution_Jam/Built_For_Comfort_/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1044,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Charlie_Sexton/Wishing_Tree,427.0,,Wishing_Tree,Charlie_Sexton,mp3,15.0,25.0,/srv/salami/data/IA/Live_Music_Archive/Charlie_Sexton/Wishing_Tree/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Charlie_Sexton/Wishing_Tree/textfile2.txt,Live_Music_Archive,,2010-10-28,2010-08-01,0,False,0,0
1046,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Chasing_Edison/People,384.0,,People,Chasing_Edison,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Chasing_Edison/People/textfile1.txt,,Live_Music_Archive,,2011-05-16,,0,False,0,0
1048,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Chemtrail/7_Escape_Artist,268.0,,7_Escape_Artist,Chemtrail,mp3,10.0,,/srv/salami/data/IA/Live_Music_Archive/Chemtrail/7_Escape_Artist/textfile1.txt,,Live_Music_Archive,,2011-03-28,,0,False,0,0
1050,IA,4,7,/srv/salami/data/IA/Live_Music_Archive/Chicago_Farmer/Going_Up_the_Country_____,274.0,,Going_Up_the_Country_____,Chicago_Farmer,mp3,10.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Chicago_Farmer/Going_Up_the_Country_____/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Chicago_Farmer/Going_Up_the_Country_____/textfile2.txt,Live_Music_Archive,,2010-10-03,2010-07-27,0,False,0,0
1052,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Chris_Lane/Fool_To_Think,344.0,,Fool_To_Think,Chris_Lane,mp3,,,,,Live_Music_Archive,,,,0,True,0,0
1054,IA,4,6,/srv/salami/data/IA/Live_Music_Archive/Cindy_Woolf/You_Done_Me_Wrong,179.0,,You_Done_Me_Wrong,Cindy_Woolf,mp3,15.0,10.0,/srv/salami/data/IA/Live_Music_Archive/Cindy_Woolf/You_Done_Me_Wrong/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Cindy_Woolf/You_Done_Me_Wrong/textfile2.txt,Live_Music_Archive,,2010-09-20,2010-08-11,0,False,0,0
1056,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Club_dElf/delf20080410d2t04flac,455.0,,delf20080410d2t04flac,Club_dElf,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Club_dElf/delf20080410d2t04flac/textfile1.txt,,Live_Music_Archive,,2011-03-18,,0,False,0,0
1058,IA,7,6,/srv/salami/data/IA/Live_Music_Archive/Comfort_Station/Me_And_You,420.0,,Me_And_You,Comfort_Station,mp3,25.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Comfort_Station/Me_And_You/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Comfort_Station/Me_And_You/textfile2.txt,Live_Music_Archive,,2010-12-07,2010-08-11,0,False,0,0
1060,IA,16,14,/srv/salami/data/IA/Live_Music_Archive/Coon_Phat_Gravy/Easy_Living,384.0,,Easy_Living,Coon_Phat_Gravy,mp3,20.0,,/srv/salami/data/IA/Live_Music_Archive/Coon_Phat_Gravy/Easy_Living/textfile1.txt,,Live_Music_Archive,,2011-03-15,,0,False,0,0
1062,IA,10,10,/srv/salami/data/IA/Live_Music_Archive/Cosmic_Railroad/Jam,565.0,,Jam,Cosmic_Railroad,mp3,6.0,7.0,/srv/salami/data/IA/Live_Music_Archive/Cosmic_Railroad/Jam/textfile1.txt,,Live_Music_Archive,,2010-08-12,2010-08-26,0,False,0,0
1064,IA,6,4,/srv/salami/data/IA/Live_Music_Archive/Cousin_Fungus/Beggar_at_the_Manor,301.0,,Beggar_at_the_Manor,Cousin_Fungus,mp3,15.0,20.0,/srv/salami/data/IA/Live_Music_Archive/Cousin_Fungus/Beggar_at_the_Manor/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/Cousin_Fungus/Beggar_at_the_Manor/textfile2.txt,Live_Music_Archive,,2010-08-12,2010-10-06,0,False,0,0
1066,IA,7,4,/srv/salami/data/IA/Live_Music_Archive/DCarlo/jack_move,558.0,,jack_move,DCarlo,mp3,25.0,20.0,/srv/salami/data/IA/Live_Music_Archive/DCarlo/jack_move/textfile1.txt,/srv/salami/data/IA/Live_Music_Archive/DCarlo/jack_move/textfile2.txt,Live_Music_Archive,,2010-08-24,2010-10-05,0,False,0,0
